daygainer_date,daygainer_ticker,control_ticker,control_type,rvol_max,control_change_pct,control_close,price_tier
2024-03-11,STI,JPMpC,normal,2.175788941041842,0.19968051118211147,25.09,high
2024-03-11,STI,IWFL,normal,3.455112651646447,-5.838007078682261,34.5857,high
2025-10-13,STI,KNCT,normal,3.4419195931987927,0.9583593262632447,129.469,high
2025-10-09,NUAI,CCTG,failed_pump,15.117381576552777,-32.9059829059829,1.57,low
2025-10-09,NUAI,VSME,failed_pump,2.8071411857838653,-39.53488372093023,1.3,low
2025-10-09,NUAI,THM,normal,2.858252980467718,-15.350877192982452,1.93,low
2025-10-09,NUAI,MATH,normal,3.180212170770569,-7.769423558897244,3.68,low
2025-10-09,NUAI,PSIG,normal,2.632349379192687,-2.632743362831863,3.5208,low
2021-12-17,SPRB,NVS,normal,2.057352798438382,-0.4634994206257143,85.9,high
2025-10-06,SPRB,WILD,normal,2.0578066814336236,-2.8166233766233826,37.4156,high
2021-12-17,SPRB,BANR,normal,8.208123532368926,0.7605877268798578,58.29,high
2025-10-06,SPRB,JULH,normal,16.195200862766246,-0.03394094275960431,25.035,high
2021-12-17,SPRB,OESX,normal,4.945048028408941,3.3333333333333375,34.1,high
2025-08-14,ONMD,EVEX.WS,failed_pump,17.608772233933692,-36.76470588235295,0.43,penny
2025-08-14,ONMD,VEEA,failed_pump,72.69243410044244,-6.220693966864654,0.6,penny
2025-10-06,ONMD,SCKT,normal,2.111848757635778,0.990099009900991,1.02,low
2025-10-06,ONMD,JFU,normal,2.0782234797606085,0.37037037037036247,2.71,low
2025-10-06,ONMD,JL,normal,4.16889666434266,-27.342549923195076,4.73,low
2025-10-06,ABVEW,SCLXW,failed_pump,4.362738094557757,-35.90909090909092,0.141,penny
2025-10-06,ABVEW,NOEMW,normal,2.4716850296633024,-4.056338028169006,0.1703,penny
2025-10-06,ABVEW,FPAY,normal,4.437933621220613,7.392550143266489,0.3748,penny
2025-10-06,ABVEW,CNCKW,normal,3.2111433625107715,7.206670637284097,0.72,penny
2025-10-06,ABVEW,NUVB.WS,normal,2.5169659479911117,-16.74285714285714,0.1457,penny
